empresa_id,tipo_energia,total_inversion,energia_generada_total,emisiones_evitadas_total,retorno_estimado
EMP016807,Hidroeléctrica,80.92,7101.44,3300.23,0.0245
EMP016808,Biomasa,482.41,1614.77,3754.66,0.1285
EMP016809,Geotérmica,674.82,15957.42,4906.54,0.1375
EMP016810,Biomasa,9.78,9220.13,2264.11,0.0043
EMP016810,Geotérmica,364.83,4163.8,4199.94,0.0869
EMP016814,Eólica,454.16,9581.85,269.18,1.6872
EMP016814,Solar,572.28,6403.51,2694.42,0.2124
EMP016817,Biomasa,228.36,1099.09,4051.96,0.0564
EMP016817,Geotérmica,155.97,5527.49,762.38,0.2046
EMP016818,Solar,106.32,5008.58,3698.32,0.0287
EMP016820,Eólica,376.08,6488.84,701.45,0.5361
EMP016821,Biomasa,18.27,4178.64,2182.97,0.0084
EMP016821,Eólica,211.83,3217.72,2947.41,0.0719
EMP016821,Solar,454.55,5636.3,46.02,9.8772
EMP016822,Eólica,285.07,7118.3,4516.34,0.0631
EMP016823,Eólica,59.77,585.69,2225.91,0.0269
EMP016825,Eólica,396.36,9383.68,2412.29,0.1643
EMP016825,Geotérmica,74.39,1076.21,8.38,8.8771
EMP016826,Biomasa,321.22,3889.98,789.25,0.407
EMP016828,Geotérmica,853.1,8404.47,9004.15,0.0947
EMP016829,Geotérmica,333.8,102.09,2829.59,0.118
EMP016829,Solar,427.11,6951.71,7912.35,0.054
EMP016830,Hidroeléctrica,756.65,6586.31,6296.71,0.1202
EMP016831,Eólica,350.7,19794.44,5852.34,0.0599
EMP016835,Solar,76.26,3035.96,38.45,1.9834
EMP016836,Eólica,104.2,6497.53,454.71,0.2292
EMP016838,Geotérmica,141.06,8337.16,3792.31,0.0372
EMP016838,Hidroeléctrica,89.28,6755.28,2589.24,0.0345
EMP016840,Hidroeléctrica,237.17,2185.56,4372.49,0.0542
EMP016840,Solar,333.99,9568.46,3147.37,0.1061
EMP016841,Eólica,51.61,2681.49,4295.13,0.012
EMP016844,Biomasa,247.82,2071.36,600.8,0.4125
EMP016844,Geotérmica,444.43,8273.7,3428.23,0.1296
EMP016844,Hidroeléctrica,185.11,1697.57,588.71,0.3144
EMP016845,Eólica,446.12,598.71,652.39,0.6838
EMP016845,Hidroeléctrica,113.52,8243.73,3495.43,0.0325
EMP016846,Eólica,95.52,6659.35,1365.87,0.0699
EMP016846,Solar,52.26,2894.35,3373.03,0.0155
EMP016847,Biomasa,8.37,8714.79,1254.84,0.0067
EMP016847,Solar,481.37,5140.45,1683.77,0.2859
EMP016849,Eólica,84.68,5188.32,3426.3,0.0247
EMP016849,Hidroeléctrica,255.78,9876.22,1532.21,0.1669
EMP016853,Solar,367.38,6361.57,3757.68,0.0978
EMP016855,Eólica,43.53,6526.63,406.04,0.1072
EMP016856,Hidroeléctrica,185.54,9804.29,4861.54,0.0382
EMP016857,Eólica,614.13,8288.29,6551.69,0.0937
EMP016857,Geotérmica,405.81,8643.59,3914.99,0.1037
EMP016859,Eólica,323.37,12267.39,6311.16,0.0512
EMP016859,Solar,523.08,6098.76,4409.55,0.1186
EMP016861,Eólica,216.39,8478.57,1253.34,0.1727
EMP016861,Geotérmica,143.97,1194.4,4432.78,0.0325
EMP016865,Biomasa,463.53,6697.84,728.9,0.6359
EMP016867,Biomasa,489.19,4567.02,5620.13,0.087
EMP016867,Geotérmica,151.96,4169.32,3931.03,0.0387
EMP016869,Biomasa,39.6,8083.64,3628.64,0.0109
EMP016869,Eólica,157.77,268.24,3694.81,0.0427
EMP016869,Hidroeléctrica,37.41,5010.12,239.75,0.156
EMP016871,Eólica,359.53,8256.86,3350.2,0.1073
EMP016872,Eólica,182.29,3412.25,1128.94,0.1615
EMP016873,Geotérmica,342.43,6474.18,1571.29,0.2179
EMP016873,Hidroeléctrica,260.93,649.96,4564.6,0.0572
EMP016877,Solar,25.57,2546.92,3041.2,0.0084
EMP016878,Biomasa,369.62,467.8,4716.88,0.0784
EMP016878,Hidroeléctrica,211.45,3046.42,3089.74,0.0684
EMP016879,Biomasa,427.05,9290.23,2792.73,0.1529
EMP016879,Solar,228.44,6961.03,1403.04,0.1628
EMP016880,Hidroeléctrica,319.41,2556.13,2994.7,0.1067
EMP016881,Geotérmica,94.95,3246.82,250.47,0.3791
EMP016884,Biomasa,290.72,3722.6,4599.28,0.0632
EMP016886,Eólica,216.57,8708.67,1923.7,0.1126
EMP016886,Geotérmica,426.91,6442.59,1067.95,0.3997
EMP016886,Solar,485.52,2904.64,3597.53,0.135
EMP016887,Eólica,92.25,2793.05,3004.99,0.0307
EMP016887,Solar,66.77,4632.94,1434.36,0.0466
EMP016888,Biomasa,9.39,4436.75,3349.96,0.0028
EMP016889,Geotérmica,505.29,16131.94,6285.61,0.0804
EMP016890,Solar,46.53,9637.57,2590.94,0.018
EMP016891,Eólica,430.06,5348.16,5565.35,0.0773
EMP016892,Hidroeléctrica,236.69,7907.25,4669.46,0.0507
EMP016893,Biomasa,183.99,8156.86,643.61,0.2859
EMP016893,Solar,137.9,3435.66,2261.59,0.061
EMP016894,Biomasa,147.05,3033.98,2403.01,0.0612
EMP016896,Biomasa,62.61,3488.13,3352.85,0.0187
EMP016898,Eólica,66.66,3198.6,3660.86,0.0182
EMP016899,Eólica,485.39,8126.88,4804.17,0.101
EMP016900,Biomasa,162.8,5870.42,2919.08,0.0558
EMP016901,Biomasa,82.7,3493.49,1180.6,0.07
EMP016901,Solar,145.76,1876.74,4153.93,0.0351
EMP016902,Biomasa,272.4,2212.0,1224.3,0.2225
EMP016902,Eólica,454.51,3728.51,600.1,0.7574
EMP016903,Biomasa,135.43,8991.5,754.23,0.1796
EMP016903,Eólica,93.59,1205.19,4588.0,0.0204
EMP016903,Hidroeléctrica,259.42,9322.9,4135.52,0.0627
EMP016903,Solar,258.31,9598.63,149.08,1.7327
EMP016904,Hidroeléctrica,432.49,8018.04,342.41,1.2631
EMP016905,Eólica,510.04,15341.65,4188.75,0.1218
EMP016905,Geotérmica,50.35,9664.7,4180.68,0.012
EMP016906,Geotérmica,481.71,1354.73,4709.13,0.1023
EMP016907,Hidroeléctrica,66.1,8560.83,4435.95,0.0149
EMP016908,Solar,91.09,7482.16,1237.41,0.0736
EMP016909,Geotérmica,284.04,7254.87,527.41,0.5386
EMP016909,Hidroeléctrica,373.62,2802.78,1569.12,0.2381
EMP016912,Geotérmica,140.21,1333.35,2772.25,0.0506
EMP016912,Solar,463.11,9430.01,3014.31,0.1536
EMP016913,Eólica,61.21,2683.52,3760.11,0.0163
EMP016913,Solar,187.39,1403.92,3524.05,0.0532
EMP016914,Biomasa,1.75,6742.42,2195.42,8.0E-4
EMP016918,Solar,253.61,2954.19,3879.32,0.0654
EMP016920,Solar,386.97,2939.76,4842.22,0.0799
EMP016921,Geotérmica,426.25,6616.51,3507.25,0.1215
EMP016922,Biomasa,384.54,2523.31,2913.04,0.132
EMP016923,Biomasa,390.27,8394.78,2093.74,0.1864
EMP016923,Geotérmica,445.55,7896.15,3569.93,0.1248
EMP016923,Hidroeléctrica,472.63,5655.26,273.2,1.73
EMP016923,Solar,481.18,1853.32,2569.55,0.1873
EMP016927,Eólica,248.09,5312.4,2516.35,0.0986
EMP016927,Hidroeléctrica,342.5,3981.27,2090.12,0.1639
EMP016927,Solar,457.86,7815.49,625.03,0.7325
EMP016928,Eólica,454.94,9689.55,666.31,0.6828
EMP016929,Biomasa,237.86,9074.28,4175.81,0.057
EMP016929,Hidroeléctrica,218.5,4877.59,3218.05,0.0679
EMP016930,Hidroeléctrica,158.96,1049.36,3353.26,0.0474
EMP016931,Hidroeléctrica,127.43,3495.36,3363.74,0.0379
EMP016933,Biomasa,48.39,4722.47,4301.99,0.0112
EMP016934,Hidroeléctrica,136.86,9102.34,722.86,0.1893
EMP016936,Geotérmica,490.0,5609.39,2127.47,0.2303
EMP016938,Geotérmica,23.14,3085.94,1093.68,0.0212
EMP016938,Solar,148.07,9642.39,3943.35,0.0375
EMP016939,Biomasa,52.08,9258.18,1851.27,0.0281
EMP016939,Geotérmica,208.46,9855.6,1485.31,0.1403
EMP016940,Hidroeléctrica,1.03,668.35,1575.34,7.0E-4
EMP016942,Eólica,139.11,1084.34,4020.09,0.0346
EMP016942,Hidroeléctrica,109.01,732.97,1212.35,0.0899
EMP016943,Eólica,394.79,1194.76,2617.01,0.1509
EMP016943,Geotérmica,270.41,4428.25,505.03,0.5354
EMP016943,Solar,214.71,6899.56,16.01,13.411
EMP016945,Eólica,319.78,14574.99,4641.61,0.0689
EMP016945,Hidroeléctrica,299.55,3072.98,1633.14,0.1834
EMP016946,Solar,80.5,8978.87,912.1,0.0883
EMP016947,Geotérmica,466.38,5909.79,6178.9,0.0755
EMP016947,Solar,359.02,8526.05,960.55,0.3738
EMP016948,Hidroeléctrica,452.18,7306.09,2342.07,0.1931
EMP016949,Eólica,379.43,5005.72,374.38,1.0135
EMP016951,Eólica,459.92,2152.0,1516.8,0.3032
EMP016954,Geotérmica,224.66,2101.19,3910.79,0.0574
EMP016956,Biomasa,298.07,316.8,2979.98,0.1
EMP016957,Hidroeléctrica,344.5,6625.81,5579.54,0.0617
EMP016960,Eólica,75.5,3554.51,4580.47,0.0165
EMP016960,Hidroeléctrica,421.78,7495.18,2013.83,0.2094
EMP016961,Hidroeléctrica,460.43,4203.22,1940.2,0.2373
EMP016962,Hidroeléctrica,110.97,5860.24,2945.52,0.0377
EMP016963,Eólica,31.57,1485.57,2035.24,0.0155
EMP016963,Hidroeléctrica,774.94,11267.42,4544.92,0.1705
EMP016964,Biomasa,299.31,400.1,2298.71,0.1302
EMP016966,Hidroeléctrica,348.1,9271.09,4984.37,0.0698
EMP016967,Biomasa,480.63,4905.68,4863.49,0.0988
EMP016970,Biomasa,33.19,1769.65,2767.59,0.012
EMP016970,Solar,880.08,6776.15,7332.43,0.12
EMP016972,Biomasa,329.04,8552.5,3899.75,0.0844
EMP016972,Geotérmica,421.47,8043.32,2510.21,0.1679
EMP016972,Solar,482.25,1260.75,3425.92,0.1408
EMP016973,Eólica,276.37,5589.8,3231.8,0.0855
EMP016978,Geotérmica,440.09,7516.51,3135.04,0.1404
EMP016979,Hidroeléctrica,261.84,6295.18,1282.09,0.2042
EMP016983,Hidroeléctrica,34.43,3333.87,2378.26,0.0145
EMP016984,Hidroeléctrica,635.26,6143.27,4308.67,0.1474
EMP016986,Eólica,236.84,4780.19,2628.06,0.0901
EMP016986,Geotérmica,3.64,2557.71,4984.69,7.0E-4
EMP016987,Hidroeléctrica,446.13,2379.43,1042.69,0.4279
EMP016991,Geotérmica,451.66,6937.09,3071.22,0.1471
EMP016991,Hidroeléctrica,321.09,5407.68,4205.69,0.0763
EMP016991,Solar,47.76,5679.37,4820.43,0.0099
EMP016994,Biomasa,266.0,1210.34,2976.2,0.0894
EMP016994,Hidroeléctrica,398.64,8104.1,4784.47,0.0833
EMP016995,Hidroeléctrica,455.82,9705.59,4823.53,0.0945
EMP016997,Eólica,792.22,16825.66,6891.75,0.115
EMP016997,Hidroeléctrica,33.91,2224.47,397.95,0.0852
EMP016999,Geotérmica,320.64,1372.41,4358.19,0.0736
EMP016999,Hidroeléctrica,219.44,4808.37,1032.5,0.2125
EMP017000,Eólica,452.69,6465.84,4357.05,0.1039
EMP017000,Hidroeléctrica,455.68,7869.79,279.62,1.6296
EMP017001,Biomasa,482.27,9611.35,4213.2,0.1145
EMP017002,Biomasa,512.22,15211.68,4037.08,0.1269
EMP017002,Eólica,485.81,5576.42,1966.09,0.2471
EMP017004,Geotérmica,154.91,6786.45,1932.4,0.0802
EMP017005,Geotérmica,306.87,4756.6,1707.72,0.1797
EMP017007,Eólica,296.81,6154.29,4275.51,0.0694
EMP017008,Eólica,438.45,6446.93,3556.73,0.1233
EMP017008,Solar,200.72,2549.93,3653.24,0.0549
EMP017009,Biomasa,204.07,5235.02,1400.92,0.1457
EMP017009,Geotérmica,112.53,816.32,1767.07,0.0637
EMP017009,Hidroeléctrica,466.29,9534.93,4488.25,0.1039
EMP017010,Solar,124.87,7684.4,1270.52,0.0983
EMP017011,Eólica,126.17,101.84,94.18,1.3397
EMP017011,Hidroeléctrica,39.84,9997.87,381.57,0.1044
EMP017013,Eólica,598.36,8025.89,2109.55,0.2836
EMP017014,Solar,442.55,2385.29,2002.92,0.221
EMP017015,Biomasa,314.58,9897.33,2848.5,0.1104
EMP017018,Eólica,344.51,6996.85,3904.46,0.0882
EMP017018,Hidroeléctrica,381.95,1600.78,3598.5,0.1061
EMP017019,Hidroeléctrica,445.56,2150.58,1993.48,0.2235
EMP017020,Hidroeléctrica,290.6,1838.21,808.08,0.3596
EMP017020,Solar,323.52,7956.57,380.63,0.85
EMP017022,Eólica,74.07,3711.29,981.82,0.0754
EMP017022,Solar,262.26,6287.56,3465.45,0.0757
EMP017023,Eólica,196.48,9152.95,1879.0,0.1046
EMP017025,Hidroeléctrica,157.31,923.89,1895.07,0.083
EMP017026,Biomasa,103.41,9996.85,2730.03,0.0379
EMP017028,Eólica,323.84,8192.93,1424.05,0.2274
EMP017029,Eólica,148.07,258.07,3073.76,0.0482
EMP017030,Eólica,415.77,3199.99,2847.84,0.146
EMP017031,Eólica,369.93,2411.85,2038.89,0.1814
EMP017032,Hidroeléctrica,341.63,8112.97,4884.92,0.0699
EMP017033,Geotérmica,452.93,6244.89,2859.99,0.1584
EMP017033,Hidroeléctrica,430.34,8621.78,3415.5,0.126
EMP017034,Hidroeléctrica,287.91,1841.63,4582.89,0.0628
EMP017035,Solar,229.27,6173.46,2923.18,0.0784
EMP017036,Eólica,443.55,4917.55,106.2,4.1766
EMP017037,Biomasa,152.46,6508.71,4739.77,0.0322
EMP017037,Solar,75.8,6977.84,3010.53,0.0252
EMP017038,Biomasa,50.35,9519.38,3553.46,0.0142
EMP017038,Hidroeléctrica,368.77,3282.52,3869.4,0.0953
EMP017041,Solar,89.84,8825.49,1021.99,0.0879
EMP017044,Hidroeléctrica,469.15,7154.9,1392.72,0.3369
EMP017045,Geotérmica,392.67,5925.43,3060.73,0.1283
EMP017046,Biomasa,53.52,3686.91,4982.69,0.0107
EMP017047,Eólica,294.73,3680.92,4564.33,0.0646
EMP017047,Geotérmica,470.17,7602.38,3640.69,0.1291
EMP017048,Eólica,203.05,2962.03,4549.92,0.0446
EMP017048,Hidroeléctrica,374.51,9756.8,755.65,0.4956
EMP017049,Hidroeléctrica,32.84,4810.81,798.56,0.0411
EMP017050,Solar,11.79,6228.27,503.68,0.0234
EMP017051,Geotérmica,361.35,4357.23,5941.94,0.0608
EMP017052,Geotérmica,394.72,9514.37,772.76,0.5108
EMP017053,Eólica,210.35,8055.41,2354.94,0.0893
EMP017053,Geotérmica,382.1,5109.33,4836.24,0.079
EMP017055,Biomasa,80.74,9871.55,3490.13,0.0231
EMP017055,Geotérmica,150.52,1716.56,4293.69,0.0351
EMP017055,Solar,396.24,5566.47,1893.36,0.2093
EMP017056,Biomasa,323.11,3057.05,4731.98,0.0683
EMP017056,Hidroeléctrica,134.27,6736.88,4867.84,0.0276
EMP017057,Eólica,138.86,4555.26,4707.95,0.0295
EMP017058,Biomasa,306.79,2359.7,3063.06,0.1002
EMP017058,Eólica,160.84,5978.24,3838.15,0.0419
EMP017058,Solar,102.07,7458.52,3525.07,0.029
EMP017059,Biomasa,26.32,6728.98,1378.27,0.0191
EMP017060,Hidroeléctrica,408.83,6403.06,4538.74,0.0901
EMP017060,Solar,98.7,3590.68,362.93,0.272
EMP017061,Hidroeléctrica,408.68,9396.06,647.43,0.6312
EMP017062,Eólica,304.08,9703.4,859.14,0.3539
EMP017063,Biomasa,427.97,9555.21,714.73,0.5988
EMP017064,Biomasa,106.8,5599.8,4967.61,0.0215
EMP017065,Biomasa,329.57,4756.69,106.62,3.0911
EMP017066,Eólica,114.36,5535.0,4341.67,0.0263
EMP017066,Geotérmica,12.81,6258.21,2971.99,0.0043
EMP017066,Hidroeléctrica,893.47,14225.97,7771.94,0.115
EMP017068,Hidroeléctrica,399.98,8082.92,4110.81,0.0973
EMP017068,Solar,167.33,6242.2,2989.53,0.056
EMP017069,Biomasa,81.8,6539.19,3561.44,0.023
EMP017072,Eólica,221.57,5689.78,1800.19,0.1231
EMP017073,Biomasa,425.74,13558.14,5293.61,0.0804
EMP017073,Hidroeléctrica,139.5,9603.96,3147.78,0.0443
EMP017074,Biomasa,196.73,9112.73,2732.37,0.072
EMP017076,Biomasa,149.02,9143.23,876.64,0.17
EMP017077,Geotérmica,215.89,1909.7,4694.39,0.046
EMP017078,Geotérmica,114.71,9412.79,5546.47,0.0207
EMP017078,Solar,58.42,2945.79,1073.53,0.0544
EMP017079,Biomasa,30.57,6363.19,1045.26,0.0292
EMP017080,Biomasa,958.9,19723.65,7374.13,0.13
EMP017081,Hidroeléctrica,26.04,5980.94,399.77,0.0651
EMP017083,Eólica,98.04,8269.8,4186.43,0.0234
EMP017083,Hidroeléctrica,345.49,7264.72,568.33,0.6079
EMP017084,Eólica,45.08,5812.69,807.56,0.0558
EMP017085,Eólica,48.07,5440.99,1217.11,0.0395
EMP017086,Geotérmica,243.55,8188.29,4513.18,0.054
EMP017088,Solar,488.59,1965.6,450.14,1.0854
EMP017092,Eólica,402.22,3409.58,3568.56,0.1127
EMP017092,Geotérmica,61.03,7043.48,1046.58,0.0583
EMP017092,Solar,152.91,9043.52,1462.51,0.1046
EMP017093,Hidroeléctrica,128.41,8014.73,2810.99,0.0457
EMP017094,Eólica,164.22,3671.61,1436.78,0.1143
EMP017095,Geotérmica,291.93,9073.36,3027.78,0.0964
EMP017096,Hidroeléctrica,802.17,5608.91,5054.04,0.1587
EMP017097,Hidroeléctrica,327.69,1540.43,4219.14,0.0777
EMP017097,Solar,301.58,7770.68,496.97,0.6068
EMP017098,Biomasa,206.58,6674.21,1038.08,0.199
EMP017098,Eólica,257.53,9613.91,786.44,0.3275
EMP017100,Eólica,189.1,5142.24,1780.01,0.1062
EMP017101,Solar,349.4,9228.42,2790.21,0.1252
EMP017103,Solar,321.05,16101.65,3147.12,0.102
EMP017104,Hidroeléctrica,78.02,9475.0,766.41,0.1018
EMP017106,Geotérmica,234.22,3076.51,3481.95,0.0673
EMP017108,Eólica,232.14,4816.33,2459.95,0.0944
EMP017111,Eólica,429.01,14401.03,7267.08,0.059
EMP017113,Geotérmica,106.49,9866.96,1690.53,0.063
EMP017113,Hidroeléctrica,330.66,6789.52,3955.09,0.0836
EMP017113,Solar,328.09,4181.99,548.43,0.5982
EMP017114,Geotérmica,348.76,8082.25,1845.68,0.189
EMP017115,Biomasa,344.47,293.63,2072.29,0.1662
EMP017115,Solar,339.84,6150.21,1199.3,0.2834
EMP017117,Geotérmica,144.36,8342.0,1881.37,0.0767
EMP017117,Hidroeléctrica,349.35,5287.59,1735.05,0.2013
EMP017118,Hidroeléctrica,471.16,2936.77,2982.62,0.158
EMP017119,Solar,156.65,8815.65,4412.07,0.0355
EMP017120,Biomasa,345.33,3735.88,4105.81,0.0841
EMP017120,Geotérmica,84.69,7155.52,868.92,0.0975
EMP017121,Biomasa,52.61,5710.74,2748.51,0.0191
EMP017121,Solar,454.98,5023.85,2786.81,0.1633
EMP017123,Biomasa,350.92,9384.18,4553.08,0.0771
EMP017123,Geotérmica,480.84,14851.64,3344.91,0.1438
EMP017124,Eólica,61.07,9632.21,2550.4,0.0239
EMP017124,Solar,144.14,283.85,2830.58,0.0509
EMP017126,Hidroeléctrica,412.72,8857.28,520.87,0.7924
EMP017127,Biomasa,398.86,6703.16,1187.88,0.3358
EMP017128,Solar,420.62,2018.89,2655.54,0.1584
EMP017130,Hidroeléctrica,8.73,7412.86,3595.49,0.0024
EMP017132,Hidroeléctrica,51.12,935.49,3893.74,0.0131
EMP017132,Solar,479.47,5470.04,791.01,0.6061
EMP017133,Biomasa,410.36,11351.22,9222.98,0.0445
EMP017133,Eólica,230.99,8763.43,1539.07,0.1501
EMP017133,Solar,225.73,2625.13,2132.26,0.1059
EMP017134,Eólica,452.5,3322.09,1084.41,0.4173
EMP017134,Solar,179.41,1064.59,1601.68,0.112
EMP017135,Biomasa,424.85,4441.55,2705.28,0.157
EMP017135,Hidroeléctrica,465.79,5727.14,1079.59,0.4315
EMP017136,Eólica,363.53,4671.37,2610.12,0.1393
EMP017136,Geotérmica,522.23,12575.83,4795.9,0.1089
EMP017139,Biomasa,219.76,6210.72,4108.61,0.0535
EMP017139,Hidroeléctrica,165.59,7456.59,2148.16,0.0771
EMP017141,Eólica,183.25,9628.7,3668.38,0.05
EMP017141,Hidroeléctrica,443.97,3558.43,369.2,1.2025
EMP017142,Geotérmica,137.0,4740.82,3098.21,0.0442
EMP017143,Biomasa,305.5,8817.61,4888.72,0.0625
EMP017144,Hidroeléctrica,118.28,9117.94,17.35,6.8173
EMP017147,Hidroeléctrica,445.08,7079.94,626.18,0.7108
EMP017148,Hidroeléctrica,126.86,4633.8,1529.77,0.0829
EMP017149,Geotérmica,244.92,3706.0,2482.5,0.0987
EMP017151,Biomasa,93.67,5866.99,4568.04,0.0205
EMP017151,Hidroeléctrica,319.92,4307.06,3554.71,0.09
EMP017152,Solar,495.65,9958.71,1714.7,0.2891
EMP017153,Geotérmica,111.42,913.59,1010.53,0.1103
EMP017155,Solar,15.17,9335.9,1244.12,0.0122
EMP017156,Biomasa,20.01,1968.51,2985.66,0.0067
EMP017156,Eólica,458.22,1604.52,2599.28,0.1763
EMP017158,Eólica,184.25,3164.06,348.59,0.5286
EMP017158,Geotérmica,403.82,2162.96,2562.41,0.1576
EMP017159,Geotérmica,181.0,9571.03,3404.78,0.0532
EMP017163,Eólica,369.93,1961.32,3863.88,0.0957
EMP017164,Eólica,104.51,9448.54,4181.92,0.025
EMP017165,Eólica,147.87,6628.02,2982.8,0.0496
EMP017165,Solar,458.11,2671.01,4491.73,0.102
EMP017166,Biomasa,82.85,7324.42,4812.3,0.0172
EMP017166,Hidroeléctrica,377.32,5672.23,4049.05,0.0932
EMP017168,Geotérmica,359.15,962.94,114.53,3.1359
EMP017169,Solar,287.47,2389.09,1053.77,0.2728
EMP017172,Geotérmica,344.16,4809.34,2313.67,0.1488
EMP017172,Hidroeléctrica,185.67,2623.4,217.03,0.8555
EMP017173,Geotérmica,434.05,4724.84,3828.4,0.1134
EMP017174,Eólica,478.69,3862.95,4897.96,0.0977
EMP017175,Hidroeléctrica,353.15,9758.74,2656.88,0.1329
EMP017177,Biomasa,291.08,9798.79,992.18,0.2934
EMP017177,Geotérmica,152.82,5261.75,753.74,0.2027
EMP017177,Hidroeléctrica,125.5,2279.71,2516.91,0.0499
EMP017177,Solar,307.49,12398.11,5055.76,0.0608
EMP017178,Geotérmica,143.28,970.77,4258.4,0.0336
EMP017179,Biomasa,4.6,1922.82,4775.67,0.001
EMP017179,Geotérmica,303.2,9334.67,3955.5,0.0767
EMP017179,Solar,311.38,12740.45,1457.98,0.2136
EMP017180,Hidroeléctrica,74.06,3082.04,2810.9,0.0263
EMP017182,Solar,491.2,3412.88,397.1,1.237
EMP017185,Solar,46.47,1584.85,35.81,1.2977
EMP017188,Eólica,139.87,1931.04,2065.42,0.0677
EMP017188,Solar,142.86,6863.26,447.01,0.3196
EMP017191,Biomasa,249.11,1509.31,4434.28,0.0562
EMP017191,Hidroeléctrica,333.07,6581.18,3038.78,0.1096
EMP017192,Solar,166.89,8849.68,3531.62,0.0473
EMP017193,Solar,62.22,2153.83,500.36,0.1244
EMP017194,Biomasa,165.95,5692.02,1568.39,0.1058
EMP017194,Geotérmica,394.82,2143.07,514.79,0.767
EMP017194,Solar,56.43,1697.44,3288.16,0.0172
EMP017195,Solar,47.23,5408.59,4007.96,0.0118
EMP017196,Biomasa,296.63,5922.57,1697.77,0.1747
EMP017197,Biomasa,71.79,7949.65,1857.39,0.0387
EMP017200,Geotérmica,214.87,6680.54,4577.46,0.0469
EMP017201,Eólica,188.57,2792.86,1175.26,0.1604
EMP017203,Hidroeléctrica,746.42,9783.95,4293.53,0.1738
EMP017204,Solar,290.99,9103.9,341.35,0.8525
EMP017205,Geotérmica,709.28,8958.05,4686.22,0.1514
EMP017208,Hidroeléctrica,376.92,5343.63,4463.78,0.0844
EMP017209,Eólica,83.65,767.12,362.74,0.2306
EMP017210,Eólica,495.2,5274.05,4697.58,0.1054
EMP017210,Hidroeléctrica,492.38,2299.09,528.7,0.9313
EMP017211,Eólica,301.2,7709.67,2686.88,0.1121
EMP017212,Eólica,23.32,8549.54,2071.45,0.0113
EMP017213,Geotérmica,336.57,9766.25,1099.89,0.306
EMP017213,Hidroeléctrica,114.98,1657.7,271.88,0.4229
EMP017215,Solar,231.01,4728.16,3538.73,0.0653
EMP017216,Biomasa,172.82,5439.11,3791.76,0.0456
EMP017216,Geotérmica,95.01,3720.06,3783.41,0.0251
EMP017217,Biomasa,491.73,8211.52,3526.64,0.1394
EMP017217,Solar,104.32,8337.4,3747.21,0.0278
EMP017218,Geotérmica,325.4,1042.91,3276.82,0.0993
EMP017218,Hidroeléctrica,498.08,6624.9,1212.45,0.4108
EMP017219,Geotérmica,115.56,5128.41,3835.44,0.0301
EMP017223,Eólica,373.37,3801.09,3662.11,0.102
EMP017224,Geotérmica,178.68,8473.22,2686.34,0.0665
EMP017225,Biomasa,448.9,1195.85,3375.28,0.133
EMP017228,Solar,212.12,1129.99,3923.99,0.0541
EMP017229,Solar,96.55,4084.72,2474.11,0.039
EMP017230,Eólica,64.52,9468.0,1308.97,0.0493
EMP017231,Hidroeléctrica,473.51,4922.08,4760.29,0.0995
EMP017233,Eólica,148.35,3167.07,3025.78,0.049
EMP017234,Geotérmica,209.6,7983.38,2014.9,0.104
EMP017235,Geotérmica,353.26,3778.28,4000.86,0.0883
EMP017235,Solar,399.5,4833.79,4002.58,0.0998
EMP017237,Hidroeléctrica,271.61,2633.25,3878.92,0.07
EMP017239,Biomasa,495.76,663.44,1824.22,0.2718
EMP017240,Hidroeléctrica,113.51,9007.33,3835.95,0.0296
EMP017240,Solar,141.32,2707.93,2866.08,0.0493
EMP017241,Biomasa,300.55,6092.76,4595.16,0.0654
EMP017245,Solar,477.94,4790.11,617.41,0.7741
EMP017246,Geotérmica,217.15,2392.38,3787.44,0.0573
EMP017246,Hidroeléctrica,95.23,3820.34,2388.21,0.0399
EMP017247,Eólica,4.76,7528.26,811.72,0.0059
EMP017248,Biomasa,446.21,6440.99,4110.9,0.1085
EMP017248,Solar,128.78,7784.41,852.47,0.1511
EMP017249,Geotérmica,401.34,3600.75,2843.13,0.1412
EMP017251,Eólica,252.87,3074.39,2623.86,0.0964
EMP017252,Eólica,460.12,7306.42,273.28,1.6837
EMP017252,Geotérmica,73.85,1435.39,4552.11,0.0162
EMP017253,Hidroeléctrica,387.75,9839.91,631.63,0.6139
EMP017253,Solar,465.32,6727.93,3523.18,0.1321
EMP017255,Solar,61.71,4567.12,4261.42,0.0145
EMP017256,Geotérmica,363.87,1431.73,8262.83,0.044
EMP017257,Biomasa,464.68,5402.73,4423.94,0.105
EMP017257,Hidroeléctrica,215.46,3338.99,4076.16,0.0529
EMP017258,Eólica,212.74,3050.33,2578.84,0.0825
EMP017262,Hidroeléctrica,320.55,1712.01,621.56,0.5157
EMP017262,Solar,435.74,3350.27,801.02,0.544
EMP017263,Solar,41.47,9232.35,2221.73,0.0187
EMP017264,Hidroeléctrica,470.94,5053.59,483.46,0.9741
EMP017265,Eólica,354.33,3693.1,945.55,0.3747
EMP017265,Hidroeléctrica,463.54,1105.62,2002.72,0.2315
EMP017266,Biomasa,479.2,3612.79,607.22,0.7892
EMP017266,Hidroeléctrica,402.28,7355.55,4741.62,0.0848
EMP017269,Solar,672.33,9696.94,5632.18,0.1194
EMP017270,Eólica,377.86,2610.9,4410.8,0.0857
EMP017271,Hidroeléctrica,3.74,2391.78,57.03,0.0656
